,city,lat,Lng,Max Temp,Date,Country,Wind speed,Humidity,Cloudiness
273,high level,58.52,-117.13,48.2,1535144400,CA,3.36,87,75
274,okha,53.59,142.95,57.98,1535147419,RU,10.98,86,0
275,santa maria,-29.69,-53.81,59.0,1535144400,BR,12.75,93,90
276,seminole,32.72,-102.64,95.0,1535145300,US,3.36,26,75
277,tornio,61.12,27.27,68.0,1535145600,FI,8.05,82,0
278,nabire,-3.36,135.5,66.08,1535147421,ID,1.92,99,92
279,kavieng,-2.57,150.8,79.58,1535147421,PG,2.93,100,68
280,abhar,36.14,49.22,54.02,1535147422,IR,2.59,89,0
281,beloha,-25.17,45.06,64.01,1535147422,MG,10.98,90,0
282,cabatuan,16.95,121.67,74.18,1535147422,PH,3.71,89,88
283,manavalakurichi,8.13,77.3,77.0,1535146200,IN,5.82,88,40
284,mountain home,43.13,-115.69,83.66,1535144280,US,18.34,17,40
285,kenora,49.76,-94.48,75.2,1535145300,CA,5.82,78,90
286,gravelbourg,49.88,-106.56,83.63,1535147387,CA,18.03,24,12
287,kavaratti,10.57,72.64,82.01,1535147423,IN,14.67,96,36
288,vestmannaeyjar,63.44,-20.27,52.31,1535147424,IS,8.75,82,0
289,buala,-8.15,159.59,81.74,1535147424,SB,5.61,89,24
290,pasir gudang,1.46,103.88,78.8,1535146200,MY,2.24,94,40
291,torbay,47.66,-52.73,69.8,1535144400,CA,14.99,64,75
292,fairbanks,64.84,-147.72,52.16,1535145960,US,5.82,96,90
293,isangel,-19.55,169.27,71.66,1535147425,VU,18.37,100,76
294,praia da vitoria,38.73,-27.07,75.2,1535144400,PT,10.42,83,75
295,emerald,-23.53,148.16,58.16,1535147426,AU,3.15,80,100
296,walvis bay,-22.95,14.51,54.11,1535147426,NA,7.18,100,8
297,maniitsoq,65.42,-52.9,45.02,1535147427,GL,13.78,94,92
298,tiarei,-17.53,-149.33,82.4,1535146200,PF,18.34,61,20
299,media luna,-21.67,-64.63,57.2,1535144400,BO,11.41,58,20
300,lamar,38.09,-102.62,93.92,1535143980,US,4.7,16,1
301,mayachnyy,52.68,55.69,56.63,1535147428,RU,10.87,94,92
302,lichtenburg,-26.15,26.16,60.59,1535147428,ZA,14.0,38,0
303,tautira,-17.73,-149.15,82.4,1535146200,PF,18.34,61,20
304,diamantino,-14.4,-56.44,90.11,1535147428,BR,3.71,51,20
305,balkanabat,39.51,54.36,65.54,1535147429,TM,2.93,58,8
306,richards bay,-28.77,32.06,61.67,1535147429,ZA,8.3,95,8
307,szczecin,53.43,14.55,57.2,1535146200,PL,2.24,82,0
308,honiara,-9.43,159.96,75.2,1535144400,SB,2.59,94,20
309,port elizabeth,39.31,-74.98,82.04,1535144160,US,5.82,43,1
310,intipuca,13.2,-88.05,87.77,1535147429,SV,5.61,87,0
311,vung tau,10.35,107.08,80.6,1535146200,VN,8.05,94,40
312,zheleznodorozhnyy,55.75,38.0,57.2,1535144400,RU,2.24,81,0
313,indramayu,-4.05,103.78,67.61,1535147431,ID,1.59,96,92
314,broome,52.47,1.45,50.0,1535146080,GB,9.17,93,64
315,berlevag,70.86,29.09,57.2,1535145600,NO,9.17,67,0
316,steamboat springs,40.48,-106.83,78.98,1535146560,US,8.05,22,1
317,fare,-16.7,-151.02,78.95,1535147432,PF,14.56,99,0
318,kudahuvadhoo,2.67,72.89,82.46,1535147432,MV,6.4,100,32
319,joshimath,30.57,79.57,37.1,1535147433,IN,0.81,100,92
320,faya,18.39,42.45,71.6,1535144400,SA,3.36,60,0
321,kursavka,44.46,42.51,66.2,1535144400,RU,13.42,59,0
322,belomorsk,64.52,34.76,60.86,1535147433,RU,10.2,83,0
323,dhidhdhoo,6.88,73.1,81.83,1535147433,MV,11.65,100,80
324,dalby,-27.18,151.26,51.8,1535144400,AU,6.93,93,8
325,pisco,-13.71,-76.2,71.6,1535144400,PE,14.99,30,0
326,hami,42.84,93.51,62.75,1535147434,CN,3.6,56,0
327,mersing,2.43,103.84,78.86,1535147434,MY,6.62,94,92
328,yulara,-25.24,130.99,37.4,1535144400,AU,9.17,87,0
329,quatre cocos,-20.21,57.76,71.6,1535144400,MU,16.11,73,75
330,christchurch,-43.53,172.64,48.2,1535146200,NZ,9.17,76,80
331,erenhot,43.65,111.97,54.11,1535147435,CN,6.73,73,0
332,grand gaube,-20.01,57.66,71.6,1535144400,MU,16.11,73,75
333,klaksvik,62.23,-6.59,48.2,1535145600,FO,20.8,81,88
334,whitehorse,60.72,-135.06,53.6,1535144400,CA,6.93,71,90
335,saldanha,41.42,-6.55,67.34,1535147436,PT,5.17,45,0
336,kununurra,-15.77,128.74,50.0,1535146200,AU,5.39,81,0
337,suba,28.73,103.51,70.31,1535147437,CN,2.71,75,68
338,nipawin,53.36,-104.02,60.8,1535144400,CA,14.99,59,1
339,baymak,52.6,58.31,51.59,1535147437,RU,8.19,92,76
340,ayan,40.67,33.6,58.97,1535147437,TR,2.04,62,0
341,nouadhibou,20.93,-17.03,78.23,1535147438,MR,10.54,69,0
342,martapura,-3.41,114.85,73.91,1535147438,ID,3.71,100,8
343,mitsamiouli,-11.38,43.28,75.2,1535144400,KM,10.29,73,20
344,saint pete beach,27.73,-82.74,87.98,1535147040,US,4.7,63,20
345,dir,6.33,13.54,65.0,1535147439,CM,2.93,95,44
346,serebryansk,49.68,83.3,59.0,1535144400,KZ,6.71,87,75
347,bushehr,28.97,50.84,85.43,1535147439,IR,7.74,68,0
348,blagoyevo,63.37,47.92,42.32,1535147439,RU,1.92,91,0
349,bubaque,11.28,-15.83,80.6,1535144400,GW,5.82,83,20
350,najran,17.54,44.22,87.8,1535144400,SA,6.4,18,0
351,olinda,-2.03,-79.75,77.0,1535144400,EC,8.05,69,75
352,nauta,-4.51,-73.58,90.11,1535147441,PE,3.15,49,68
353,mandalgovi,45.76,106.27,56.99,1535147442,MN,2.59,100,92
354,saint george,39.45,22.34,69.8,1535143800,GR,2.37,73,20
355,ust-nera,64.57,143.24,48.89,1535147443,RU,2.37,99,100
356,anyang,36.1,114.34,72.2,1535147443,CN,6.4,82,64
357,vallenar,-28.58,-70.76,65.36,1535147443,CL,2.15,61,0
358,altay,47.83,88.13,35.12,1535147352,CN,2.37,74,0
359,gazli,40.13,63.45,67.43,1535147443,UZ,8.3,42,0
360,kaka,37.35,59.62,52.67,1535147444,TM,2.37,67,0
361,saqqez,36.24,46.27,58.25,1535147444,IR,1.92,75,0
362,rehoboth,-23.31,17.08,52.76,1535147444,NA,9.42,31,0
363,vardo,39.62,-77.74,87.8,1535145300,US,6.93,36,20
364,noumea,-22.28,166.46,64.4,1535144400,NC,10.65,72,0
365,college,64.86,-147.8,52.16,1535145960,US,5.82,96,90
366,bhatkal,13.97,74.57,74.81,1535147445,IN,3.94,100,92
367,alofi,-19.06,-169.92,75.2,1535144400,NU,1.12,88,90
368,tarifa,36.01,-5.6,78.8,1535146200,ES,4.7,50,0
369,aswan,24.09,32.9,89.6,1535144400,EG,2.24,27,0
370,laguna,27.52,-110.01,95.0,1535143260,MX,3.6,34,40
371,baihar,22.11,80.55,73.19,1535147446,IN,5.84,96,92
372,rocha,-34.48,-54.34,49.07,1535147447,UY,17.69,98,92
373,loreto,-23.27,-57.32,70.31,1535147447,PY,18.48,85,88
374,sungairaya,0.7,108.9,74.45,1535147448,ID,2.48,97,56
375,marilia,-8.64,-48.82,94.88,1535147448,BR,4.72,22,0
376,bela,26.23,66.31,69.68,1535147449,PK,1.92,98,12
377,smithers,54.78,-127.17,66.2,1535144400,CA,6.93,39,75
378,lasem,-6.99,112.52,74.36,1535147449,ID,4.72,97,0
379,hovd,63.83,10.7,53.6,1535145600,NO,11.41,81,75
380,juba,57.82,26.93,68.0,1535143800,EE,9.17,56,0
381,ajdabiya,30.75,20.22,78.23,1535147450,LY,10.65,69,0
382,butembo,0.12,29.29,57.98,1535147451,CD,0.25,97,36
383,geraldton,49.72,-86.95,71.6,1535144400,CA,11.41,64,90
384,slyudyanka,51.66,103.72,48.44,1535147451,RU,4.16,95,8
385,krutinka,56.01,71.51,55.28,1535147451,RU,9.08,100,92
386,tondano,1.3,124.91,71.6,1535146200,ID,1.12,94,20
387,anloga,5.79,0.9,77.0,1535144400,GH,11.41,83,40
388,portland,45.52,-122.67,69.08,1535144160,US,3.36,52,90
389,san mateo ixtatan,15.83,-91.48,77.24,1535147453,GT,2.26,51,0
390,port blair,11.67,92.75,80.57,1535147453,IN,24.29,100,88
391,balapur,20.67,76.77,74.63,1535147453,IN,10.87,86,88
392,kokopo,-4.34,152.27,78.77,1535147454,PG,0.81,100,64
393,te anau,-45.41,167.72,37.46,1535147454,NZ,2.59,93,88
394,nanortalik,60.14,-45.24,41.06,1535147454,GL,41.74,99,76
395,umm kaddadah,13.6,26.69,71.84,1535147455,SD,12.33,83,68
396,port shepstone,-30.74,30.45,66.26,1535147455,ZA,20.6,90,0
397,chimbote,-9.08,-78.59,65.99,1535147455,PE,9.75,85,0
398,leh,34.16,77.58,30.44,1535147455,IN,1.92,95,68
399,naica,27.86,-105.49,92.36,1535147455,MX,5.61,30,44
400,banda aceh,5.56,95.32,75.44,1535147456,ID,5.06,91,64
401,kayerkan,69.35,87.76,52.13,1535147456,RU,7.63,73,0
402,evensk,61.92,159.24,51.41,1535147457,RU,4.05,100,44
403,methoni,36.82,21.7,71.6,1535145600,GR,9.08,88,20
404,nurota,40.56,65.69,68.0,1535144400,UZ,2.24,22,0
405,areka,7.07,37.71,56.9,1535147457,ET,1.7,97,88
406,ukiah,39.15,-123.21,75.92,1535144160,US,2.37,45,1
407,san vicente,13.64,-88.78,89.6,1535143800,SV,10.29,62,20
408,amapa,15.09,-87.97,82.4,1535144400,HN,11.41,42,40
409,waingapu,-9.65,120.26,62.3,1535147460,ID,3.04,98,0
410,amahai,-3.31,129.0,76.34,1535147460,ID,4.05,100,92
411,arica,-18.48,-70.32,62.6,1535144400,CL,10.29,72,90
412,la asuncion,-1.64,-78.74,68.0,1535144400,EC,16.11,42,40
413,mafra,38.94,-9.33,75.2,1535146200,PT,6.93,38,0
414,marawi,8.0,124.29,67.79,1535147462,PH,1.92,99,88
415,sakaiminato,35.55,133.23,80.6,1535145000,JP,10.29,78,75
416,nadym,65.53,72.51,56.09,1535147462,RU,2.93,80,68
417,mucurapo,10.67,-61.53,84.2,1535144400,TT,8.05,66,20
418,camacha,33.08,-16.33,77.0,1535146200,PT,9.17,83,20
419,ketchikan,55.34,-131.65,60.08,1535143980,US,12.75,72,90
420,weston,41.2,-73.38,82.94,1535144160,US,5.82,45,1
421,jilib,0.49,42.79,73.91,1535147464,SO,8.41,80,0
422,partyzany,45.14,35.15,73.19,1535147464,UA,3.71,89,0
423,varkkallai,8.73,76.71,77.0,1535146200,IN,5.82,88,40
424,sosua,19.77,-70.52,91.4,1535144400,DO,11.41,62,20
425,humboldt,52.21,-105.12,75.71,1535147465,CA,9.53,62,24
426,dudinka,69.41,86.18,50.87,1535147465,RU,3.94,83,0
427,nishihara,35.74,139.53,84.2,1535144940,JP,21.92,74,75
428,mekhe,15.11,-16.62,86.0,1535144400,SN,2.93,84,40
429,san patricio,-26.98,-56.83,63.38,1535147466,PY,9.75,75,0
430,tripoli,37.51,22.37,71.6,1535145600,GR,1.7,88,20
431,inirida,3.87,-67.92,84.35,1535147467,CO,2.15,70,48
432,twentynine palms,34.14,-116.05,104.0,1535144160,US,7.96,12,1
433,poopo,-18.38,-66.97,52.31,1535147467,BO,2.71,82,0
434,minna,9.62,6.55,68.6,1535147467,NG,3.38,98,64
435,lagoa,37.14,-8.45,75.2,1535146200,PT,3.36,88,0
436,souillac,45.6,-0.6,59.0,1535146200,FR,5.82,72,0
437,garachine,8.06,-78.36,79.04,1535147197,PA,4.83,100,36
438,narrabri,-30.33,149.78,50.78,1535147468,AU,11.65,84,36
439,hofn,64.25,-15.21,49.97,1535147469,IS,5.84,89,36
440,segovia,40.95,-4.12,78.8,1535146200,ES,9.17,29,0
441,teseney,15.11,36.66,70.4,1535147470,ER,9.31,89,68
442,hammerfest,70.66,23.68,57.2,1535145600,NO,23.04,62,20
443,catuday,16.29,119.81,76.88,1535147470,PH,10.76,100,92
444,nome,30.04,-94.42,95.0,1535145300,US,9.17,55,40
445,kloulklubed,7.04,134.26,75.2,1535143800,PW,4.7,94,90
446,salalah,17.01,54.1,73.4,1535143800,OM,3.36,100,90
447,besancon,47.25,6.02,60.8,1535146200,FR,4.61,72,0
448,faranah,10.04,-10.74,75.17,1535147472,GN,11.43,87,20
449,bulgan,48.81,103.53,54.38,1535147472,MN,3.38,93,92
450,baruun-urt,46.68,113.28,52.85,1535147472,MN,3.27,81,0
451,solnechnyy,50.72,136.64,54.74,1535147473,RU,2.59,86,20
452,barcelos,41.53,-8.62,62.6,1535146200,PT,6.93,93,0
453,cestas,44.74,-0.68,59.0,1535146200,FR,2.24,77,20
454,houma,35.63,111.36,61.4,1535147474,CN,2.48,97,12
455,sao joao da barra,-21.64,-41.05,75.2,1535144400,BR,23.04,69,0
456,carahue,-38.71,-73.16,48.44,1535147474,CL,3.94,87,32
457,kishtwar,33.31,75.77,49.88,1535147474,IN,1.59,76,48
458,poum,41.28,20.71,64.4,1535146200,MK,2.24,72,40
459,kachiry,53.07,76.1,67.52,1535147475,KZ,5.39,60,92
460,tessalit,20.2,1.01,84.98,1535147475,ML,9.19,45,80
461,arman,59.7,150.17,59.0,1535144400,RU,3.49,100,90
462,villacarrillo,38.12,-3.08,75.71,1535147476,ES,3.27,52,92
463,koumac,-20.56,164.28,68.33,1535147476,NC,7.96,85,76
464,deputatskiy,69.3,139.9,35.39,1535147476,RU,2.59,89,0
465,hals,48.59,13.46,64.4,1535145600,AT,10.29,88,75
466,ciudad bolivar,8.12,-63.55,80.57,1535147477,VE,8.75,95,24
467,alenquer,-1.95,-54.74,86.0,1535144400,BR,6.93,62,20
468,iquique,-20.22,-70.14,60.8,1535144400,CL,4.7,72,90
469,morlaix,48.58,-3.83,59.0,1535146200,FR,8.05,77,75
470,leningradskiy,69.38,178.42,36.83,1535147478,RU,15.79,100,88
471,severomuysk,56.17,113.57,53.66,1535147478,RU,2.37,87,88
472,antalaha,-14.9,50.28,67.07,1535147478,MG,9.08,94,36
473,uray,60.13,64.8,53.39,1535147479,RU,2.71,97,80
474,mpongwe,-13.51,28.16,65.72,1535147479,ZM,7.4,37,0
475,dombarovskiy,50.76,59.54,55.28,1535147480,RU,9.19,64,48
476,gainesville,29.65,-82.33,82.4,1535146560,US,11.41,81,90
477,coquimbo,-29.95,-71.34,62.6,1535144400,CL,11.41,55,0
478,fort saint james,54.43,-124.25,63.38,1535147459,CA,4.72,53,0
479,abonnema,4.71,6.79,75.2,1535144400,NG,3.04,94,75
480,huaihua,27.56,109.96,67.88,1535147481,CN,2.71,92,0
481,morros,-2.87,-44.04,80.6,1535144400,BR,11.41,74,20
482,port-cartier,50.03,-66.88,66.2,1535144400,CA,4.7,42,75
483,mehamn,71.03,27.85,57.2,1535145600,NO,9.17,67,0
484,natal,-5.81,-35.21,78.8,1535144400,BR,14.99,74,20
485,omalur,11.74,78.05,75.17,1535147483,IN,7.85,73,48
486,kawalu,-7.38,108.21,62.3,1535147483,ID,1.92,97,68
487,ixtlan del rio,21.03,-104.37,89.6,1535143860,MX,1.48,43,40
488,turhal,40.38,36.08,66.2,1535145600,TR,3.15,63,0
489,pahrump,36.21,-115.98,100.94,1535144280,US,5.82,1,1
490,saint-cyr-sur-loire,47.41,0.67,62.6,1535146200,FR,6.93,51,0
491,byron bay,-28.65,153.62,55.4,1535146200,AU,4.7,93,40
492,mattru,7.62,-11.83,75.08,1535147485,SL,4.94,96,92
493,tazovskiy,67.47,78.7,55.91,1535147485,RU,7.4,86,8
494,wittenberge,53.0,11.75,61.4,1535147485,DE,10.42,59,88
495,loikaw,19.67,97.21,68.96,1535147486,MM,2.59,100,92
496,daru,7.99,-10.85,74.36,1535147486,SL,6.73,95,92
497,ust-kalmanka,52.12,83.31,60.86,1535147486,RU,7.96,67,12
498,haicheng,40.85,122.74,61.94,1535147486,CN,6.85,97,92
499,guanica,17.97,-66.91,77.0,1535143800,PR,7.63,83,5
500,touros,-5.2,-35.46,78.68,1535147487,BR,16.35,79,44
501,udachnyy,66.42,112.4,45.29,1535147487,RU,2.71,91,76
502,payson,40.04,-111.73,89.06,1535145300,US,5.61,24,40
503,hirado,33.32,129.49,80.6,1535145000,JP,4.7,88,75
504,chapais,49.78,-74.86,69.8,1535144400,CA,10.29,56,40
505,nova vicosa,-17.89,-39.37,74.36,1535147488,BR,11.1,80,0
506,lahat,-3.78,103.55,71.66,1535147488,ID,2.59,95,32
507,kungurtug,50.6,97.53,33.41,1535147489,RU,3.04,84,0
508,qianjiang,30.43,112.89,73.28,1535147489,CN,7.74,75,0
509,la paz,24.15,-110.32,93.2,1535143320,MX,8.05,36,40
510,sumenep,-7.02,113.87,78.41,1535147489,ID,9.19,100,12
511,ozinki,51.2,49.73,54.47,1535147490,RU,3.6,71,0
512,aden,12.79,45.03,81.2,1535147490,YE,7.18,86,36
513,saint-louis,47.59,7.56,62.6,1535146200,CH,5.82,77,75
514,ixtapa,20.71,-105.21,89.6,1535143380,MX,10.29,70,75
515,chany,55.31,76.76,58.79,1535147491,RU,6.73,95,92
516,rio cuarto,-33.13,-64.35,55.4,1535144400,AR,19.46,13,0
517,ferme-neuve,46.7,-75.45,75.89,1535147373,CA,7.85,57,12
518,ha giang,22.83,104.99,70.76,1535147491,VN,1.7,98,56
519,bethanien,-26.5,17.16,46.91,1535147492,NA,6.96,36,0
520,shimoda,34.7,138.93,80.6,1535145240,JP,11.41,83,75
521,coos bay,43.37,-124.22,66.92,1535145300,US,19.46,61,1
522,gamba,28.28,88.52,33.41,1535147492,CN,2.26,93,88
523,jombang,-7.54,112.24,62.12,1535147492,ID,4.38,91,0
524,kissidougou,9.19,-10.1,72.65,1535147493,GN,7.52,94,76
525,santa rita,10.21,-67.56,86.0,1535144400,VE,2.71,66,75
526,paka,45.29,18.06,66.2,1535146200,HR,4.7,88,0
527,tromso,69.65,18.96,53.6,1535145600,NO,23.04,71,75
528,kysyl-syr,63.9,122.77,51.86,1535147495,RU,5.61,83,24
529,klyuchi,52.25,79.17,74.99,1535147495,RU,9.75,35,100
530,tullahoma,35.36,-86.21,84.2,1535146200,US,8.05,51,40
531,petropavlovskoye,46.79,142.5,50.0,1535144400,RU,2.24,93,20
532,kailua,21.39,-157.74,82.94,1535145000,US,13.87,76,90
533,nizwa,22.93,57.53,78.23,1535147469,OM,2.26,51,56
534,atar,20.52,-13.05,94.25,1535147496,MR,7.18,19,0
535,katobu,-4.94,122.53,76.97,1535147497,ID,4.94,100,80
536,cadereyta,25.58,-99.98,98.6,1535143200,MX,10.29,27,5
537,makakilo city,21.35,-158.09,82.94,1535145000,US,13.87,76,90
538,harnosand,62.63,17.94,57.2,1535145600,SE,3.36,100,56
539,soavinandriana,-19.17,46.74,45.38,1535147498,MG,4.38,84,0
540,trincomalee,8.58,81.23,76.16,1535147498,LK,10.42,85,24
541,casablanca,33.6,-7.62,75.2,1535146200,MA,3.36,88,0
542,prescott,34.54,-112.47,82.04,1535143980,US,9.17,42,75
543,vostok,46.45,135.83,59.33,1535147499,RU,4.61,71,92
544,ellisras,-23.67,27.74,66.35,1535147499,ZA,13.44,62,0
545,acari,-6.44,-36.64,80.03,1535147500,BR,12.21,48,0
546,clarksville,36.53,-87.36,84.2,1535145300,US,6.93,57,20
547,shingu,33.72,135.99,79.94,1535147500,JP,15.46,98,88
548,pimentel,-3.7,-45.5,86.69,1535147501,BR,4.61,53,48
549,lasa,34.92,32.53,78.8,1535146200,CY,6.93,83,20
